2000
2.856e+07  , -9.953e+08 , -7.560e+08 , 
1.191e+08  , 5.288e+08  , 7.548e+08  , 
6.491e+06  , -9.383e+08 , -5.337e+08 , 
3.390e+08  , -4.213e+08 , 1.108e+08  , 
-9.657e+08 , 7.120e+08  , 8.719e+08  , 
-8.521e+08 , 5.376e+08  , 3.614e+08  , 
-5.356e+08 , 1.463e+08  , -9.867e+08 , 
4.834e+08  , -6.819e+08 , 1.790e+08  , 
-2.250e+08 , 3.548e+08  , 9.493e+06  , 
-4.512e+08 , -2.578e+08 , 2.622e+08  , 
3.114e+08  , -3.857e+08 , -8.310e+08 , 
-6.958e+08 , -1.102e+08 , 3.195e+08  , 
5.332e+08  , -4.018e+08 , 3.518e+08  , 
7.210e+07  , 6.451e+08  , 5.331e+08  , 
-4.098e+06 , 5.421e+08  , -6.331e+08 , 
-8.556e+08 , -3.152e+08 , 9.017e+08  , 
2.373e+06  , -8.959e+08 , -9.665e+08 , 
-3.323e+08 , -7.063e+07 , 5.039e+08  , 
-6.431e+08 , 8.627e+08  , -9.193e+08 , 
3.420e+08  , -6.893e+08 , -9.281e+08 , 
-2.497e+08 , 3.185e+08  , 9.915e+08  , 
-9.368e+08 , -7.595e+08 , -5.072e+08 , 
6.494e+08  , 5.866e+08  , -3.402e+07 , 
-6.813e+08 , -7.298e+08 , -6.547e+07 , 
3.918e+08  , 7.275e+07  , 8.582e+08  , 
8.786e+08  , -5.758e+08 , 7.608e+08  , 
-7.673e+08 , 7.475e+08  , -1.355e+08 , 
4.190e+08  , 8.286e+08  , 1.327e+08  , 
-2.548e+08 , 1.119e+08  , -1.175e+08 , 
3.291e+08  , -4.276e+08 , 6.807e+07  , 
8.446e+08  , 3.881e+08  , 2.992e+08  , 
9.428e+08  , -4.106e+08 , 2.539e+08  , 
-3.396e+08 , -3.468e+08 , -4.167e+08 , 
-9.647e+08 , -8.444e+08 , -1.938e+08 , 
-3.586e+08 , 6.880e+08  , 6.754e+08  , 
-7.169e+08 , 8.849e+08  , 3.928e+08  , 
7.275e+08  , -3.004e+08 , 1.473e+08  , 
9.819e+08  , 7.561e+08  , 8.067e+08  , 
-9.784e+08 , -2.240e+08 , -8.382e+08 , 
7.604e+08  , 4.742e+08  , 7.071e+08  , 
6.946e+08  , 8.629e+07  , 8.253e+08  , 
-4.535e+08 , -9.696e+08 , -8.607e+07 , 
-7.843e+08 , -7.887e+08 , 4.999e+07  , 
-4.234e+08 , -3.822e+08 , 8.743e+08  , 
-7.517e+08 , 6.675e+08  , 3.683e+08  , 
-8.827e+08 , 9.075e+08  , -1.520e+08 , 
2.229e+08  , 3.661e+08  , 3.847e+07  , 
-7.208e+08 , -2.547e+08 , 9.039e+08  , 
-6.039e+08 , -5.243e+08 , 7.171e+08  , 
4.486e+08  , 8.852e+08  , 5.115e+07  , 
7.272e+08  , 7.814e+08  , 5.220e+08  , 
-7.212e+08 , -7.544e+08 , 9.942e+08  , 
-9.126e+08 , -9.238e+08 , 9.702e+08  , 
-7.705e+07 , 5.708e+08  , -3.062e+08 , 
-9.551e+08 , 4.400e+08  , 4.841e+08  , 
-9.411e+08 , 2.283e+08  , 6.443e+08  , 
4.393e+08  , 7.407e+08  , 5.248e+08  , 
-8.464e+08 , 7.667e+07  , -5.559e+08 , 
-1.103e+08 , 2.212e+08  , 4.734e+08  , 
1.697e+08  , 1.269e+07  , 5.886e+08  , 
-8.298e+07 , -8.518e+08 , 4.592e+08  , 
6.421e+08  , 5.271e+07  , -1.729e+08 , 
-9.372e+08 , 5.844e+08  , -8.832e+08 , 
-6.034e+08 , 3.395e+08  , 2.487e+08  , 
4.248e+08  , 1.073e+08  , 2.503e+07  , 
3.254e+07  , -7.779e+08 , 2.375e+08  , 
8.497e+08  , -7.642e+08 , 2.536e+08  , 
8.660e+08  , -5.974e+07 , 2.465e+07  , 
-1.158e+08 , -8.101e+08 , -2.305e+08 , 
6.274e+08  , 5.451e+08  , -6.287e+08 , 
-7.818e+08 , -5.934e+08 , -6.319e+08 , 
-8.344e+08 , -2.866e+08 , 5.722e+08  , 
1.409e+08  , 3.654e+08  , -5.478e+08 , 
1.129e+08  , -7.139e+08 , -2.740e+08 , 
7.202e+08  , 2.680e+08  , -2.116e+08 , 
-1.017e+08 , 1.557e+08  , 6.134e+08  , 
-1.900e+08 , -5.659e+07 , -3.543e+08 , 
-6.590e+08 , 1.921e+08  , -9.964e+08 , 
-6.717e+08 , -4.658e+08 , -7.231e+08 , 
4.514e+08  , 1.640e+08  , 4.345e+08  , 
5.479e+08  , 1.597e+08  , 7.519e+08  , 
5.600e+08  , -4.934e+07 , -3.943e+08 , 
1.866e+08  , -4.935e+08 , -4.667e+07 , 
-5.851e+08 , -6.133e+08 , 2.367e+08  , 
9.826e+08  , 7.034e+08  , 4.393e+08  , 
9.003e+08  , 8.669e+08  , 7.775e+08  , 
-9.805e+07 , -4.430e+07 , 7.840e+08  , 
8.452e+08  , -1.749e+08 , -4.198e+07 , 
-1.737e+08 , -8.150e+08 , 6.192e+08  , 
7.529e+08  , 7.717e+08  , 7.631e+07  , 
2.764e+08  , -7.048e+08 , -1.744e+07 , 
-7.659e+08 , -5.565e+08 , -3.918e+08 , 
1.315e+08  , -4.368e+07 , 8.615e+08  , 
-5.894e+08 , -1.328e+08 , -3.481e+07 , 
1.854e+08  , -1.872e+08 , 2.188e+08  , 
-2.558e+08 , -9.435e+08 , -8.790e+08 , 
-8.606e+08 , -7.077e+08 , 3.932e+08  , 
-8.306e+08 , 9.672e+08  , 7.787e+08  , 
-4.676e+08 , -7.421e+08 , -7.958e+08 , 
9.194e+07  , 7.952e+08  , -7.524e+08 , 
4.449e+08  , 1.146e+07  , -2.663e+08 , 
2.724e+08  , 9.132e+08  , 9.514e+08  , 
7.347e+08  , 2.230e+08  , 4.966e+07  , 
