9000
7.502e+08  , 7.225e+08  , -2.515e+08 , 
-8.303e+08 , -9.758e+07 , 2.788e+08  , 
-5.115e+07 , 6.926e+08  , -1.442e+07 , 
-9.155e+06 , 9.168e+08  , 4.724e+08  , 
-3.560e+07 , -9.554e+08 , 9.831e+08  , 
-8.333e+08 , -8.487e+08 , -2.662e+08 , 
-4.814e+07 , 8.631e+08  , 1.414e+08  , 
7.924e+08  , -1.096e+08 , -5.198e+08 , 
1.077e+08  , -1.369e+08 , -6.264e+08 , 
-8.931e+08 , -2.902e+08 , 6.542e+08  , 
9.980e+08  , 6.539e+07  , -5.690e+08 , 
-8.997e+08 , -3.513e+08 , -8.422e+08 , 
-2.516e+08 , 9.514e+08  , -5.383e+08 , 
-9.009e+08 , -2.980e+08 , 5.142e+07  , 
-1.831e+07 , -9.073e+08 , 9.257e+08  , 
5.167e+08  , -2.353e+08 , 4.667e+08  , 
-6.282e+08 , 8.527e+08  , -8.684e+08 , 
-6.269e+08 , 1.941e+08  , -7.833e+08 , 
4.312e+08  , 7.881e+08  , 7.295e+08  , 
-1.611e+08 , 9.183e+08  , -4.082e+08 , 
-8.175e+08 , 7.121e+08  , -9.959e+08 , 
-1.538e+08 , -1.090e+08 , -3.243e+08 , 
6.345e+08  , -6.990e+08 , -4.291e+08 , 
-9.324e+08 , -9.768e+08 , -6.878e+08 , 
8.538e+08  , -8.773e+08 , -5.163e+08 , 
-5.584e+08 , -3.586e+08 , -8.240e+08 , 
-3.430e+07 , -9.075e+08 , 1.769e+08  , 
1.073e+07  , -5.042e+08 , 3.605e+08  , 
4.598e+08  , 7.275e+08  , 9.204e+08  , 
-4.081e+08 , -2.786e+08 , -8.381e+08 , 
7.393e+08  , -5.311e+08 , -3.847e+07 , 
8.998e+08  , -7.425e+08 , 4.148e+08  , 
5.075e+08  , -5.299e+08 , -7.923e+08 , 
-1.047e+08 , 5.053e+08  , -1.806e+07 , 
9.724e+08  , 4.531e+08  , 6.111e+08  , 
-9.632e+08 , 2.150e+08  , -3.799e+08 , 
3.554e+08  , 9.166e+08  , 4.671e+08  , 
5.719e+08  , -2.941e+08 , 2.467e+08  , 
1.830e+08  , -3.628e+08 , 8.172e+08  , 
8.184e+08  , -9.309e+08 , 1.597e+08  , 
9.099e+08  , -5.395e+07 , 7.573e+08  , 
-1.541e+08 , -2.927e+08 , -1.702e+08 , 
